path, Rfree
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7koa 0.2766
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/not_assigned/SARS-CoV/7ntj 0.1852
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/not_assigned/SARS-CoV/7p3e 0.2479
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/not_assigned/SARS-CoV/6iex 0.2606
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/6zpe 0.1598
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/7oru 0.1717
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/7orr 0.1844
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/6zct 0.1946
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/7orv 0.202
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/7bq7 0.2085
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/7orw 0.2086
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/7c2i 0.2088
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/6yz1 0.2256
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV/2fyg 0.23295
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV-2/7c2j 0.2349
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV/2g9t 0.247
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp10/SARS-CoV/2ga6 0.267
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp2/SARS-CoV-2/7exm 0.2245
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kr0 0.1172
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kqp 0.1233
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6wey 0.1362
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kqo 0.1384
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvp 0.1419
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6wen 0.1441
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kqw 0.147
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6wcf 0.1537
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvm 0.1553
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvc 0.1557
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru8 0.1558
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt0 0.1567
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvr 0.1573
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvj 0.1583
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rto 0.1584
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru5 0.1592
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruq 0.1592
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv0 0.1593
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv6 0.1595
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt8 0.1599
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru3 0.1602
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv7 0.1602
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtx 0.1605
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rus 0.1609
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru7 0.1619
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt1 0.1627
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtu 0.1627
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rta 0.1628
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruv 0.1628
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rux 0.163
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsu 0.1633
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsk 0.164
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtk 0.164
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvb 0.164
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6wrh 0.1643
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtl 0.1645
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru6 0.1645
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rva 0.1651
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rts 0.1654
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rui 0.1655
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtf 0.1659
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru0 0.1664
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruf 0.1665
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rss 0.1666
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruz 0.1666
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru4 0.1679
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rur 0.168
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtm 0.1681
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtp 0.1682
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtr 0.1682
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rst 0.1694
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruc 0.1697
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rve 0.1698
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsq 0.1699
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvt 0.1702
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5run 0.1711
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rud 0.1712
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruw 0.1713
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7nfv 0.1714
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt5 0.1715
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtq 0.1715
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruh 0.1715
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rul 0.1716
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rth 0.1721
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsp 0.1722
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtv 0.1723
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6w02 0.1729
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7d6h 0.1734
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvf 0.1734
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsf 0.1735
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt7 0.1735
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rup 0.1736
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtn 0.1738
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6wzu 0.1741
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7bf4 0.1743
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt2 0.1744
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rua 0.1745
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt4 0.1752
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtw 0.1754
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rum 0.1758
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsx 0.176
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtj 0.1761
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv4 0.1765
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv8 0.1767
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kg3 0.1774
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsw 0.1774
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtd 0.1781
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtz 0.1782
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rut 0.1783
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rs9 0.1784
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruo 0.1786
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rs8 0.1788
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsh 0.1791
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvg 0.1794
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsv 0.1795
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/4m0w 0.17983
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv1 0.1799
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtg 0.18
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru1 0.1804
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsn 0.1807
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvi 0.1809
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rty 0.1812
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsz 0.1817
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt6 0.1817
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtt 0.182
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7jme 0.1821
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv9 0.1823
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv5 0.1825
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsg 0.1826
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruk 0.1826
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4c 0.1828
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rue 0.183
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvq 0.1833
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvh 0.1838
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsb 0.1839
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/5y3q 0.18405
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsm 0.1847
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruj 0.1847
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rti 0.1849
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt9 0.1852
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s74 0.1852
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3z 0.1858
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3w 0.1861
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtb 0.1865
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rso 0.1866
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvn 0.187
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvu 0.1877
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kxb 0.1877
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7sgu 0.1877
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3t 0.1882
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsd 0.1887
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsl 0.1889
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru9 0.189
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6w6y 0.1891
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/2acf 0.18916
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rug 0.1892
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruy 0.1893
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv3 0.1895
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rs7 0.19
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7jit 0.1902
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ruu 0.1908
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsr 0.1913
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsy 0.1915
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4a 0.1922
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2p 0.1923
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2k 0.1925
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2x 0.1925
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3u 0.1926
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2u 0.1927
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsj 0.1928
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rte 0.1928
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6xg3 0.193
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2d 0.1931
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3b 0.1933
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s34 0.1935
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3p 0.1937
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1i 0.194
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5ru2 0.1941
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2s 0.1943
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3f 0.1943
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvk 0.1946
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3v 0.1947
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvl 0.1948
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2q 0.1948
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2o 0.1954
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s42 0.1954
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3o 0.1955
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4e 0.1955
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3q 0.1957
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6wx4 0.1958
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s20 0.1961
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2v 0.1961
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3k 0.1962
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3l 0.1964
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1g 0.1965
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s47 0.1965
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1u 0.1967
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2m 0.1967
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3g 0.1967
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3j 0.1967
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3x 0.197
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7d47 0.1973
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rv2 0.1974
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s49 0.1974
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3y 0.1975
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2l 0.198
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvd 0.1981
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s48 0.1992
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/5y3e 0.19931
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7ofu 0.1997
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7jir 0.1998
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3n 0.2002
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1y 0.2003
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2z 0.2005
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3i 0.2007
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rtc 0.2008
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7jiv 0.2009
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s44 0.2009
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s43 0.201
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsc 0.2012
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2w 0.2014
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3r 0.2014
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1c 0.2016
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1s 0.2018
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2r 0.2019
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4j 0.202
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s38 0.2026
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7koj 0.2027
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2y 0.203
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4i 0.2037
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1w 0.2039
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2n 0.2039
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s40 0.2043
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/4ow0 0.2045
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1m 0.2045
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7sqe 0.2047
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2j 0.2049
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1k 0.2053
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s37 0.2053
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s46 0.2055
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7lg7 0.2056
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s33 0.2057
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2h 0.2058
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/2fav 0.206
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4d 0.206
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kol 0.2061
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s39 0.2062
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7sgw 0.2068
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3m 0.2069
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2c 0.2073
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3e 0.2073
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s30 0.2074
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7d7k 0.2074
